,option,env,represented_by_env,kld
291,integrityCheck,vmlinux-5.10.tar,large.tar,0.0
292,integrityCheck,vmlinux-5.10.tar,artificl.tar,0.01613243569886508
293,integrityCheck,vmlinux-5.10.tar,uiq2-4.bin,0.09024912182341194
294,integrityCheck,vmlinux-5.10.tar,uiq-32.bin,0.3713912711809576
295,integrityCheck,vmlinux-5.10.tar,vmlinux-5.10.tar,0.0
296,integrityCheck,vmlinux-5.10.tar,silesia.tar,0.019359471028528905
297,integrityCheck,vmlinux-5.10.tar,deepfield.tar,0.03557181671473542
298,integrityCheck,vmlinux-5.10.tar,uiq2-16.bin,0.0
299,integrityCheck,silesia.tar,ambivert.wav.tar,0.03877231922357594
300,integrityCheck,silesia.tar,enwik8.tar,0.1571971991404678
301,integrityCheck,silesia.tar,misc.tar,0.008159947922042558
302,integrityCheck,silesia.tar,fannie_mae_500k.tar,0.025534414179705787
303,integrityCheck,silesia.tar,uiq2-8.bin,0.0
304,integrityCheck,silesia.tar,large.tar,0.0
305,integrityCheck,silesia.tar,artificl.tar,0.0
306,integrityCheck,silesia.tar,uiq2-4.bin,0.03585052934972221
307,integrityCheck,silesia.tar,uiq-32.bin,0.18680508038993202
308,integrityCheck,silesia.tar,vmlinux-5.10.tar,0.0
309,integrityCheck,silesia.tar,silesia.tar,0.0
310,integrityCheck,silesia.tar,deepfield.tar,0.02838545529190561
311,integrityCheck,silesia.tar,uiq2-16.bin,0.0
312,integrityCheck,deepfield.tar,ambivert.wav.tar,0.47907624618134403
313,integrityCheck,deepfield.tar,enwik8.tar,0.11826347688096571
314,integrityCheck,deepfield.tar,misc.tar,0.37883668390362485
315,integrityCheck,deepfield.tar,fannie_mae_500k.tar,0.062041159161008066
316,integrityCheck,deepfield.tar,uiq2-8.bin,0.049710646335957544
317,integrityCheck,deepfield.tar,large.tar,0.0
318,integrityCheck,deepfield.tar,artificl.tar,0.05851396055836879
319,integrityCheck,deepfield.tar,uiq2-4.bin,0.12093872017982056
320,integrityCheck,deepfield.tar,uiq-32.bin,0.5864665051126494
321,integrityCheck,deepfield.tar,vmlinux-5.10.tar,0.13799765402256975
322,integrityCheck,deepfield.tar,silesia.tar,0.21339262117758953
323,integrityCheck,deepfield.tar,deepfield.tar,0.0
324,integrityCheck,deepfield.tar,uiq2-16.bin,0.0
325,integrityCheck,uiq2-16.bin,ambivert.wav.tar,0.2403221187598169
326,integrityCheck,uiq2-16.bin,enwik8.tar,0.14418116643706927
327,integrityCheck,uiq2-16.bin,misc.tar,0.18659056618628408
328,integrityCheck,uiq2-16.bin,fannie_mae_500k.tar,0.0011389304206167496
329,integrityCheck,uiq2-16.bin,uiq2-8.bin,0.0026832716206265034
330,integrityCheck,uiq2-16.bin,large.tar,0.0
331,integrityCheck,uiq2-16.bin,artificl.tar,0.030267649292664088
332,integrityCheck,uiq2-16.bin,uiq2-4.bin,0.11756322641581002
333,integrityCheck,uiq2-16.bin,uiq-32.bin,0.3554044973723085
334,integrityCheck,uiq2-16.bin,vmlinux-5.10.tar,0.022532187151695218
335,integrityCheck,uiq2-16.bin,silesia.tar,0.07367970737512843
336,integrityCheck,uiq2-16.bin,deepfield.tar,0.0
337,integrityCheck,uiq2-16.bin,uiq2-16.bin,0.0
338,gzip,ambivert.wav.tar,ambivert.wav.tar,0.0
339,gzip,ambivert.wav.tar,enwik8.tar,0.11351753021190364
340,gzip,ambivert.wav.tar,misc.tar,0.07510778869153374
341,gzip,ambivert.wav.tar,fannie_mae_500k.tar,0.18185695191261653
342,gzip,ambivert.wav.tar,uiq2-8.bin,0.016459496621950138
343,gzip,ambivert.wav.tar,large.tar,0.03090913070286758
344,gzip,ambivert.wav.tar,artificl.tar,0.10672376715481605
345,gzip,ambivert.wav.tar,uiq2-4.bin,0.23622588804954633
346,gzip,ambivert.wav.tar,uiq-32.bin,0.15938462841712384
347,gzip,ambivert.wav.tar,vmlinux-5.10.tar,0.327683961318627
348,gzip,ambivert.wav.tar,silesia.tar,0.05272893430732814
349,gzip,ambivert.wav.tar,deepfield.tar,0.04558413850240485
350,gzip,ambivert.wav.tar,uiq2-16.bin,0.0005652710819711056
351,gzip,enwik8.tar,ambivert.wav.tar,0.017691046125701156
352,gzip,enwik8.tar,enwik8.tar,0.0
353,gzip,enwik8.tar,misc.tar,0.04631155868632246
354,gzip,enwik8.tar,fannie_mae_500k.tar,0.08052145471279036
355,gzip,enwik8.tar,uiq2-8.bin,0.0
356,gzip,enwik8.tar,large.tar,0.0
357,gzip,enwik8.tar,artificl.tar,0.01350042815717982
358,gzip,enwik8.tar,uiq2-4.bin,0.2229700760345734
359,gzip,enwik8.tar,uiq-32.bin,0.025772721190247393
360,gzip,enwik8.tar,vmlinux-5.10.tar,0.25077233216855704
361,gzip,enwik8.tar,silesia.tar,0.0
362,gzip,enwik8.tar,deepfield.tar,0.0
363,gzip,enwik8.tar,uiq2-16.bin,0.0
364,gzip,misc.tar,ambivert.wav.tar,0.0
365,gzip,misc.tar,enwik8.tar,0.04601824965193079
366,gzip,misc.tar,misc.tar,0.0
367,gzip,misc.tar,fannie_mae_500k.tar,0.26804224327588994
368,gzip,misc.tar,uiq2-8.bin,0.02400977991216753
369,gzip,misc.tar,large.tar,0.0
370,gzip,misc.tar,artificl.tar,0.0
371,gzip,misc.tar,uiq2-4.bin,0.11067570432925865
372,gzip,misc.tar,uiq-32.bin,0.04723396526374117
373,gzip,misc.tar,vmlinux-5.10.tar,0.13643931648828841
374,gzip,misc.tar,silesia.tar,0.011899825845924129
375,gzip,misc.tar,deepfield.tar,0.0
376,gzip,misc.tar,uiq2-16.bin,0.0
377,gzip,fannie_mae_500k.tar,ambivert.wav.tar,0.0
